Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CHECK,02/06/2026,"CHECK 142  ",-185.21,CHECK_PAID,0.00,142,
DEBIT,02/06/2026,"PAYPAL           INST XFER  SWEETHERBME SWE WEB ID: PAYPALSI77",-69.00,ACH_DEBIT,185.21,,
DEBIT,02/06/2026,"CVS/PHARMACY #03999 CARNEGIE PA              02/06",-10.00,DEBIT_CARD,254.21,,
DEBIT,02/06/2026,"Online Payment 27622361022 To Washington Financial Bank 02/06",-6345.06,BILLPAY,264.21,,
DEBIT,02/06/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/05",-36.00,DEBIT_CARD,6609.27,,
DEBIT,02/06/2026,"DUNKIN' MOBILE 800-447-0013 MA               02/05",-5.00,DEBIT_CARD,6645.27,,
DEBIT,02/06/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               02/05",-82.24,DEBIT_CARD,6650.27,,
CREDIT,02/06/2026,"Online Transfer from SAV ...9301 transaction#: 27973258385",2000.00,ACCT_XFER,6732.51,,
CREDIT,02/06/2026,"ODP TRANSFER FROM SAVINGS ...9301",1134.78,MISC_CREDIT,4732.51,,
CHECK,02/05/2026,"CHECK 141  ",-10.80,CHECK_PAID,3597.73,141,
DEBIT,02/05/2026,"JFI*PREMIER MARTIAL AR justifi.ai PA         02/05",-194.00,DEBIT_CARD,3608.53,,
DEBIT,02/05/2026,"Online Transfer to  CHK ...4072 transaction#: 27629853221 02/05",-500.00,ACCT_XFER,3802.53,,
DEBIT,02/05/2026,"Online Transfer to  CHK ...0459 transaction#: 27529641505 02/05",-500.00,ACCT_XFER,4302.53,,
DEBIT,02/05/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/04",-36.00,DEBIT_CARD,4802.53,,
DEBIT,02/05/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             02/04",-306.24,DEBIT_CARD,4838.53,,
DEBIT,02/05/2026,"PEACE OF MIND PSYCHIAT 412-3197866 PA        02/04",-60.00,DEBIT_CARD,5144.77,,
DEBIT,02/04/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        02/04",-20.00,DEBIT_CARD,5204.77,,
DEBIT,02/04/2026,"Online Payment 27587702987 To Northwest 02/04",-200.00,BILLPAY,5224.77,,
DEBIT,02/04/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/03",-44.35,DEBIT_CARD,5424.77,,
DEBIT,02/04/2026,"CVS/PHARMACY #03999 CARNEGIE PA              02/03",-14.10,DEBIT_CARD,5469.12,,
DEBIT,02/04/2026,"WHOLEFDS SHL #10242 UPPER SAINT C PA         02/03",-133.79,DEBIT_CARD,5483.22,,
DEBIT,02/04/2026,"AMAZON MKTPL*XR3MS7T Amzn.com/bill WA        02/03",-53.56,DEBIT_CARD,5617.01,,
DEBIT,02/04/2026,"Amazon.com*5G8DW5BF3 Amzn.com/bill WA        02/03",-28.96,DEBIT_CARD,5670.57,,
DEBIT,02/03/2026,"APPLE.COM/BILL 866-712-7753 CA               02/03",-5.34,DEBIT_CARD,5699.53,,
DEBIT,02/03/2026,"APPLE.COM/BILL 866-712-7753 CA               02/03",-10.69,DEBIT_CARD,5704.87,,
DEBIT,02/03/2026,"APPLE.COM/BILL 866-712-7753 CA               02/03",-53.49,DEBIT_CARD,5715.56,,
DEBIT,02/03/2026,"APPLE.COM/BILL 866-712-7753 CA               02/03",-21.39,DEBIT_CARD,5769.05,,
DEBIT,02/03/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/02",-36.00,DEBIT_CARD,5790.44,,
DEBIT,02/03/2026,"SALLY BEAUTY #0493 BRIDGEVILLE PA            02/02",-13.90,DEBIT_CARD,5826.44,,
DEBIT,02/03/2026,"CANON HILL VETERINARY 724-7460128 PA         02/02",-75.00,DEBIT_CARD,5840.34,,
DEBIT,02/03/2026,"Amazon.com*5I1FQ9KZ3 Amzn.com/bill WA        02/02",-30.81,DEBIT_CARD,5915.34,,
DEBIT,02/03/2026,"IPHONE CITIZ*PMT 16 OF 888-2016306 CT        02/02",-62.41,DEBIT_CARD,5946.15,,
DEBIT,02/02/2026,"Online Payment 27509558329 To Northwest 02/02",-200.00,BILLPAY,6008.56,,
DEBIT,02/02/2026,"VERIZON*RECURRING PAY 800-VERIZON FL         02/02",-89.99,DEBIT_CARD,6208.56,,
DEBIT,02/02/2026,"APPLECARD GSBANK PAYMENT    466580          WEB ID: 9999999999",-38.00,ACH_DEBIT,6298.55,,
DEBIT,02/02/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/01",-133.67,DEBIT_CARD,6336.55,,
DEBIT,02/02/2026,"APPLE.COM/BILL 866-712-7753 CA               02/01",-10.69,DEBIT_CARD,6470.22,,
DEBIT,02/02/2026,"DUNKIN #356242 412-321-0313 PA               02/01",-4.34,DEBIT_CARD,6480.91,,
DEBIT,02/02/2026,"BRILLIANT.ORG - EDU BRILLIANT.ORG CA         01/31",-29.95,DEBIT_CARD,6485.25,,
DEBIT,02/02/2026,"BRILLIANT.ORG - EDU BRILLIANT.ORG CA         01/31",-29.95,DEBIT_CARD,6515.20,,
DEBIT,02/02/2026,"THE ORIGINAL PANCAKE H PITTSBURGH PA         01/31",-55.14,DEBIT_CARD,6545.15,,
DEBIT,02/02/2026,"DUNKIN #356242 412-321-0313 PA               01/31",-4.34,DEBIT_CARD,6600.29,,
DEBIT,02/02/2026,"FirstEnergy      OPCO-ACH                   PPD ID: 1341968288",-509.58,ACH_DEBIT,6604.63,,
DEBIT,02/02/2026,"CHEWY.COM 786-320-7111 FL                    02/01",-59.96,DEBIT_CARD,7114.21,,
DEBIT,02/02/2026,"TROPICAL SMOOTHIE CAFE 312-5432155 PA        01/30",-11.43,DEBIT_CARD,7174.17,,
DEBIT,02/02/2026,"APPLE.COM/BILL 866-712-7753 CA               01/30",-5.34,DEBIT_CARD,7185.60,,
CREDIT,02/02/2026,"Online Transfer from CHK ...0459 transaction#: 27925295421",108.00,ACCT_XFER,7190.94,,
DEBIT,01/30/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        01/30",-20.00,DEBIT_CARD,7082.94,,
DEBIT,01/30/2026,"APPLE.COM/BILL 866-712-7753 CA               01/30",-39.73,DEBIT_CARD,7102.94,,
DEBIT,01/30/2026,"APPLE.COM/BILL 866-712-7753 CA               01/30",-5.34,DEBIT_CARD,7142.67,,
DEBIT,01/30/2026,"APPLE.COM/BILL 866-712-7753 CA               01/30",-29.99,DEBIT_CARD,7148.01,,
DEBIT,01/30/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            01/29",-155.92,DEBIT_CARD,7178.00,,
DEBIT,01/30/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/29",-244.00,DEBIT_CARD,7333.92,,
DEBIT,01/30/2026,"CVS/PHARMACY #03999 CARNEGIE PA              01/29",-10.00,DEBIT_CARD,7577.92,,
CREDIT,01/30/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",177.20,ACH_CREDIT,7587.92,,
CREDIT,01/30/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3808.91,ACH_CREDIT,7410.72,,
DEBIT,01/29/2026,"PENNSYLVANIA-AME PAYMENT                    PPD ID: 7251008096",-360.21,ACH_DEBIT,3601.81,,
DEBIT,01/29/2026,"MCDONALD'S F6822 BRIDGEVILLE PA              01/28",-48.94,DEBIT_CARD,3962.02,,
DEBIT,01/28/2026,"APPLE.COM/BILL 866-712-7753 CA               01/28",-8.55,DEBIT_CARD,4010.96,,
DEBIT,01/28/2026,"SOUTH FAYETTE MA PAYMENTS   0001006617.2    WEB ID: 1251250775",-193.64,ACH_DEBIT,4019.51,,
DEBIT,01/28/2026,"APPLE.COM/BILL 866-712-7753 CA               01/28",-2.13,DEBIT_CARD,4213.15,,
DEBIT,01/27/2026,"APPLE.COM/BILL 866-712-7753 CA               01/27",-12.83,DEBIT_CARD,4215.28,,
DEBIT,01/27/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            01/26",-52.20,DEBIT_CARD,4228.11,,
DEBIT,01/27/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               01/26",-81.20,DEBIT_CARD,4280.31,,
DEBIT,01/27/2026,"GOOGLE *Google One 855-836-3987 CA           01/27",-26.74,DEBIT_CARD,4361.51,,
CREDIT,01/27/2026,"Online Transfer from CHK ...4072 transaction#: 27840456999",129.00,ACCT_XFER,4388.25,,
CREDIT,01/26/2026,"INTEREST PAYMENT",0.09,MISC_CREDIT,4259.25,,
DEBIT,01/26/2026,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-21.38,ACH_DEBIT,4259.16,,
DEBIT,01/26/2026,"APPLE.COM/BILL 866-712-7753 CA               01/26",-10.69,DEBIT_CARD,4280.54,,
DEBIT,01/26/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             01/24",-458.61,DEBIT_CARD,4291.23,,
DEBIT,01/26/2026,"CVS/PHARMACY #03999 CARNEGIE PA              01/24",-33.05,DEBIT_CARD,4749.84,,
DEBIT,01/26/2026,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        01/24",-246.20,DEBIT_CARD,4782.89,,
DEBIT,01/26/2026,"EARNEST NRI MO   AUTOPAY                    PPD ID: H431261525",-753.49,ACH_DEBIT,5029.09,,
DEBIT,01/26/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            01/23",-1.07,DEBIT_CARD,5782.58,,
DEBIT,01/26/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            01/23",-361.37,DEBIT_CARD,5783.65,,
DEBIT,01/26/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/23",-36.00,DEBIT_CARD,6145.02,,
DEBIT,01/23/2026,"PAYPAL           INST XFER  ADOBE INC ADOBE WEB ID: PAYPALSI77",-42.39,ACH_DEBIT,6181.02,,
DEBIT,01/23/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/22",-36.00,DEBIT_CARD,6223.41,,
DEBIT,01/23/2026,"CANON HILL VETERINARY 724-7460128 PA         01/22",-416.50,DEBIT_CARD,6259.41,,
DEBIT,01/23/2026,"ST CLAIR ORTHOPEDIC ASS PITTSBURGH PA        01/22",-30.00,DEBIT_CARD,6675.91,,
DEBIT,01/22/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/21",-36.00,DEBIT_CARD,6705.91,,
DEBIT,01/22/2026,"APPLE.COM/BILL 866-712-7753 CA               01/21",-38.51,DEBIT_CARD,6741.91,,
DEBIT,01/21/2026,"PAYPAL           INST XFER  NINTENDOAME     WEB ID: PAYPALSI77",-63.59,ACH_DEBIT,6780.42,,
DEBIT,01/21/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        01/21",-60.00,DEBIT_CARD,6844.01,,
DEBIT,01/21/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-475.50,ACH_DEBIT,6904.01,,
DEBIT,01/21/2026,"PEOPLES NATURAL  GAS BILL                   PPD ID: 9849096001",-282.74,ACH_DEBIT,7379.51,,
DEBIT,01/21/2026,"ATT              PAYMENT                    PPD ID: 9864031004",-350.35,MISC_DEBIT,7662.25,,
DEBIT,01/21/2026,"ADVS ED SERV PPD STUDNTLOAN                 PPD ID: 9102001101",-660.76,ACH_DEBIT,8012.60,,
DEBIT,01/21/2026,"TRACTOR SUPPLY   ONLINE PMT 601914310761931 WEB ID: CITICTP",-1186.32,ACH_DEBIT,8673.36,,
DEBIT,01/21/2026,"APPLE.COM/BILL 866-712-7753 CA               01/21",-2.13,DEBIT_CARD,9859.68,,
DEBIT,01/21/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/20",-36.00,DEBIT_CARD,9861.81,,
DEBIT,01/21/2026,"APPLE.COM/BILL 866-712-7753 CA               01/20",-10.69,DEBIT_CARD,9897.81,,
DEBIT,01/21/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            01/20",-407.16,DEBIT_CARD,9908.50,,
DEBIT,01/21/2026,"CANON HILL VETERINARY 724-7460128 PA         01/20",-150.00,DEBIT_CARD,10315.66,,
CREDIT,01/21/2026,"Online Transfer from SAV ...9301 transaction#: 27781330484",5000.00,ACCT_XFER,10465.66,,
DEBIT,01/20/2026,"PAYPAL           INST XFER  BRILLIANT       WEB ID: PAYPALSI77",-138.57,ACH_DEBIT,5465.66,,
DEBIT,01/20/2026,"PAYPAL           INST XFER  ABCOUNSELINGNOW WEB ID: PAYPALSI77",-250.00,ACH_DEBIT,5604.23,,
DEBIT,01/20/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/19",-36.00,DEBIT_CARD,5854.23,,
DEBIT,01/20/2026,"BJ'S RESTAURANTS 590 UPPER ST. CLA PA        01/19",-86.98,DEBIT_CARD,5890.23,,
DEBIT,01/20/2026,"NETFLIX.COM NETFLIX.COM CA                   01/19",-26.74,DEBIT_CARD,5977.21,,
DEBIT,01/20/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             01/18",-61.35,DEBIT_CARD,6003.95,,
DEBIT,01/20/2026,"APPLE.COM/BILL 866-712-7753 CA               01/18",-5.34,DEBIT_CARD,6065.30,,
DEBIT,01/20/2026,"DUNKIN' MOBILE 800-447-0013 MA               01/17",-20.00,DEBIT_CARD,6070.64,,
DEBIT,01/20/2026,"UBER   *EATS HELP.UBER.COM CA                01/18",-144.39,DEBIT_CARD,6090.64,,
DEBIT,01/20/2026,"MINISO SOUTH HILLS VILL PITTSBURGH PA        01/17",-58.83,DEBIT_CARD,6235.03,,
DEBIT,01/20/2026,"CONNECTED HEALTH WWW.CONNECTED PA            01/17",-477.00,DEBIT_CARD,6293.86,,
DEBIT,01/20/2026,"CHEWY.COM 786-320-7111 FL                    01/17",-59.96,DEBIT_CARD,6770.86,,
DEBIT,01/20/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             01/16",-132.02,DEBIT_CARD,6830.82,,
DEBIT,01/20/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/16",-36.00,DEBIT_CARD,6962.84,,
CREDIT,01/20/2026,"Online Transfer from CHK ...0459 transaction#: 27738539598",18.24,ACCT_XFER,6998.84,,
CREDIT,01/20/2026,"Online Transfer from CHK ...0459 transaction#: 27738497894",36.00,ACCT_XFER,6980.60,,
CREDIT,01/20/2026,"Online Transfer from CHK ...0459 transaction#: 27738488046",36.00,ACCT_XFER,6944.60,,
CREDIT,01/20/2026,"Online Transfer from CHK ...0459 transaction#: 27738523564",68.89,ACCT_XFER,6908.60,,
CREDIT,01/20/2026,"Online Transfer from CHK ...0459 transaction#: 27738570327",69.95,ACCT_XFER,6839.71,,
CREDIT,01/20/2026,"Online Transfer from CHK ...0459 transaction#: 27738543857",113.36,ACCT_XFER,6769.76,,
DEBIT,01/16/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-60.00,ACH_DEBIT,6656.40,,
DEBIT,01/16/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-140.00,ACH_DEBIT,6716.40,,
DEBIT,01/16/2026,"APPLE.COM/BILL 866-712-7753 CA               01/16",-8.55,DEBIT_CARD,6856.40,,
DEBIT,01/16/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-145.00,ACH_DEBIT,6864.95,,
DEBIT,01/16/2026,"TRACTOR SUPPLY   AUTO PYMT  721882585960158 WEB ID: CITIAUTFDR",-250.00,MISC_DEBIT,7009.95,,
DEBIT,01/16/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               01/15",-82.79,DEBIT_CARD,7259.95,,
DEBIT,01/16/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/15",-36.00,DEBIT_CARD,7342.74,,
DEBIT,01/16/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            01/15",-161.82,DEBIT_CARD,7378.74,,
DEBIT,01/16/2026,"CANON HILL VETERINARY 724-7460128 PA         01/15",-351.50,DEBIT_CARD,7540.56,,
CREDIT,01/16/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3808.91,ACH_CREDIT,7892.06,,
DEBIT,01/15/2026,"NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",-2100.41,ACH_DEBIT,4083.15,,
DEBIT,01/15/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/14",-36.00,DEBIT_CARD,6183.56,,
DEBIT,01/15/2026,"LEARNING EXPRESS OF MT PITTSBURGH PA         01/14",-162.05,DEBIT_CARD,6219.56,,
DEBIT,01/15/2026,"ICE CASTLE PITTSBURGH PA                     01/14",-60.00,DEBIT_CARD,6381.61,,
DEBIT,01/15/2026,"KITTRIDGE DERMATOLOGY PITTSBURGH PA          01/14",-135.00,DEBIT_CARD,6441.61,,
DEBIT,01/15/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/14",-100.00,DEBIT_CARD,6576.61,,
DEBIT,01/14/2026,"APPLE.COM/BILL 866-712-7753 CA               01/14",-7.48,DEBIT_CARD,6676.61,,
DEBIT,01/14/2026,"APPLE.COM/BILL 866-712-7753 CA               01/14",-21.04,DEBIT_CARD,6684.09,,
DEBIT,01/14/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/13",-36.00,DEBIT_CARD,6705.13,,
DEBIT,01/14/2026,"CANON HILL VETERINARY 724-7460128 PA         01/13",-75.00,DEBIT_CARD,6741.13,,
DEBIT,01/13/2026,"CHECK OR SUPPLY  ORDER                      PPD ID: 1410216800",-60.00,FEE_TRANSACTION,6816.13,,
DEBIT,01/13/2026,"AMFAM INSURANCE PX7 800-535-2001 WI          01/13",-322.60,DEBIT_CARD,6876.13,,
DEBIT,01/13/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             01/12",-66.71,DEBIT_CARD,7198.73,,
DEBIT,01/13/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/12",-36.00,DEBIT_CARD,7265.44,,
DEBIT,01/13/2026,"GOOGLE *YouTubePremi g.co/helppay# CA        01/12",-24.60,DEBIT_CARD,7301.44,,
DEBIT,01/13/2026,"APPLE.COM/BILL 866-712-7753 CA               01/12",-3.20,DEBIT_CARD,7326.04,,
DEBIT,01/13/2026,"AMAZON MKTPL*JT7TB1G Amzn.com/bill WA        01/13",-29.20,DEBIT_CARD,7329.24,,
DEBIT,01/12/2026,"VENMO *Giovanni Romeo New York NY            01/12",-615.00,DEBIT_CARD,7358.44,,
DEBIT,01/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             01/12",-8.55,DEBIT_CARD,7973.44,,
DEBIT,01/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             01/12",-8.55,DEBIT_CARD,7981.99,,
DEBIT,01/12/2026,"APPLE.COM/BILL 866-712-7753 CA               01/12",-53.49,DEBIT_CARD,7990.54,,
DEBIT,01/12/2026,"APPLE.COM/BILL 866-712-7753 CA               01/12",-5.34,DEBIT_CARD,8044.03,,
DEBIT,01/12/2026,"APPLE.COM/BILL 866-712-7753 CA               01/12",-106.99,DEBIT_CARD,8049.37,,
DEBIT,01/12/2026,"SALLY BEAUTY #0493 BRIDGEVILLE PA            01/11",-98.37,DEBIT_CARD,8156.36,,
DEBIT,01/12/2026,"VENMO *Alexa Emberg New York NY              01/11",-20.00,DEBIT_CARD,8254.73,,
DEBIT,01/12/2026,"DNH*GODADDY 480-505-8855 AZ                  01/11",-52.98,DEBIT_CARD,8274.73,,
DEBIT,01/12/2026,"AMAZON MKTPL*SS1NE5H Amzn.com/bill WA        01/12",-50.35,DEBIT_CARD,8327.71,,
DEBIT,01/12/2026,"CONNECTED HEALTH WWW.CONNECTED PA            01/11",-240.00,DEBIT_CARD,8378.06,,
DEBIT,01/12/2026,"TST* PLAZA AZTECA - ROB PITTSBURGH PA        01/11",-84.81,DEBIT_CARD,8618.06,,
DEBIT,01/12/2026,"IKEA PITTSBURGH PITTSBURGH PA                01/10",-39.54,DEBIT_CARD,8702.87,,
DEBIT,01/12/2026,"APPLE.COM/BILL 866-712-7753 CA               01/10",-12.83,DEBIT_CARD,8742.41,,
DEBIT,01/12/2026,"APPLE.COM/BILL 866-712-7753 CA               01/10",-21.39,DEBIT_CARD,8755.24,,
DEBIT,01/12/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/09",-36.00,DEBIT_CARD,8776.63,,
DEBIT,01/12/2026,"MARKET DISTRICT #0014 800-553-2324 PA        01/09",-300.93,DEBIT_CARD,8812.63,,
DEBIT,01/12/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             01/09",-150.79,DEBIT_CARD,9113.56,,
DEBIT,01/09/2026,"PAYPAL           INST XFER  INSTACART COSTC WEB ID: PAYPALSI77",-15.04,ACH_DEBIT,9264.35,,
DEBIT,01/09/2026,"PAYPAL           INST XFER  INSTACART COSTC WEB ID: PAYPALSI77",-330.14,ACH_DEBIT,9279.39,,
DEBIT,01/09/2026,"COMCAST-XFINITY  CABLE SVCS                 PPD ID: 0000213249",-40.00,ACH_DEBIT,9609.53,,
DEBIT,01/09/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/08",-36.00,DEBIT_CARD,9649.53,,
DEBIT,01/09/2026,"CANON HILL VETERINARY 724-7460128 PA         01/08",-327.00,DEBIT_CARD,9685.53,,
DEBIT,01/09/2026,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        01/07",-106.00,DEBIT_CARD,10012.53,,
DEBIT,01/08/2026,"Online Transfer to CHK ...4072 transaction#: 27629862844 01/08",-500.00,ACCT_XFER,10118.53,,
DEBIT,01/08/2026,"NON-CHASE ATM WITHDRAW               383261  01/08160 MILLE",-153.50,ATM,10618.53,,
DEBIT,01/08/2026,"Online Payment 27248984011 To Washington Financial Bank 01/08",-6345.06,BILLPAY,10772.03,,
DEBIT,01/08/2026,"SOLAR SERVICING  SURE PAY                   PPD ID: CSCSM67178",-220.80,ACH_DEBIT,17117.09,,
DEBIT,01/08/2026,"BMWFINANCIAL SVS BMWFS PYMT                 PPD ID: 1222568977",-760.30,ACH_DEBIT,17337.89,,
DEBIT,01/08/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/07",-36.00,DEBIT_CARD,18098.19,,
DEBIT,01/08/2026,"APPLE.COM/BILL 866-712-7753 CA               01/07",-10.69,DEBIT_CARD,18134.19,,
CREDIT,01/08/2026,"Online Transfer from CHK ...0459 transaction#: 27627211739",10.59,ACCT_XFER,18144.88,,
CREDIT,01/08/2026,"Online Transfer from CHK ...0459 transaction#: 27627202160",33.90,ACCT_XFER,18134.29,,
CREDIT,01/08/2026,"Online Transfer from CHK ...0459 transaction#: 27627249685",35.56,ACCT_XFER,18100.39,,
CREDIT,01/08/2026,"Online Transfer from CHK ...0459 transaction#: 27627243487",36.00,ACCT_XFER,18064.83,,
CREDIT,01/08/2026,"Online Transfer from CHK ...0459 transaction#: 27627205180",40.35,ACCT_XFER,18028.83,,
CREDIT,01/08/2026,"Online Transfer from CHK ...0459 transaction#: 27627201306",44.95,ACCT_XFER,17988.48,,
DEBIT,01/07/2026,"GM Financial     GMF Pymt                   PPD ID: I522190781",-1487.10,ACH_DEBIT,17943.53,,
DEBIT,01/07/2026,"AMAZON MKTPL*E27M04W Amzn.com/bill WA        01/07",-26.49,DEBIT_CARD,19430.63,,
DEBIT,01/07/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/06",-71.56,DEBIT_CARD,19457.12,,
DEBIT,01/07/2026,"AMAZON MKTPL*838479O Amzn.com/bill WA        01/07",-27.55,DEBIT_CARD,19528.68,,
DEBIT,01/07/2026,"Amazon.com*5446M9OI3 Amzn.com/bill WA        01/07",-29.46,DEBIT_CARD,19556.23,,
DEBIT,01/07/2026,"Amazon.com*C819T1573 Amzn.com/bill WA        01/07",-29.35,DEBIT_CARD,19585.69,,
DEBIT,01/07/2026,"EXPRESS WASH CONCEPTS 614-7519274 PA         01/05",-44.94,DEBIT_CARD,19615.04,,
DEBIT,01/06/2026,"PAYPAL           INST XFER  POKEMONCENT     WEB ID: PAYPALSI77",-48.14,ACH_DEBIT,19659.98,,
DEBIT,01/06/2026,"AMAZON MKTPL*ZT9FQ4F Amzn.com/bill WA        01/06",-56.38,DEBIT_CARD,19708.12,,
DEBIT,01/06/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/05",-36.00,DEBIT_CARD,19764.50,,
DEBIT,01/06/2026,"WHOLEFDS SHL #10242 UPPER SAINT C PA         01/05",-240.74,DEBIT_CARD,19800.50,,
DEBIT,01/05/2026,"JFI*PREMIER MARTIAL AR justifi.ai PA         01/05",-194.00,DEBIT_CARD,20041.24,,
DEBIT,01/05/2026,"Online Payment 27185550180 To Northwest 01/05",-200.00,BILLPAY,20235.24,,
DEBIT,01/05/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               01/04",-68.25,DEBIT_CARD,20435.24,,
DEBIT,01/05/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            01/04",-242.20,DEBIT_CARD,20503.49,,
DEBIT,01/05/2026,"AMAZON MKTPL*8Q1YU3I Amzn.com/bill WA        01/05",-55.23,DEBIT_CARD,20745.69,,
DEBIT,01/05/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/04",-36.00,DEBIT_CARD,20800.92,,
DEBIT,01/05/2026,"UBER *TRIP SAN FRANCISCO CA                  01/04",-29.96,DEBIT_CARD,20836.92,,
DEBIT,01/05/2026,"MARATHON 199661 CARNEGIE PA                  01/04",-10.00,DEBIT_CARD,20866.88,,
DEBIT,01/05/2026,"WENDYS 2361 BRIDGEVILLE PA                   01/04",-27.76,DEBIT_CARD,20876.88,,
DEBIT,01/05/2026,"UBER *TRIP SAN FRANCISCO CA                  01/04",-27.96,DEBIT_CARD,20904.64,,
DEBIT,01/05/2026,"MCDONALD'S F6822 BRIDGEVILLE PA              01/03",-32.25,DEBIT_CARD,20932.60,,
DEBIT,01/05/2026,"LOWES #00907* 866-483-7521 NC                01/05",-1476.66,DEBIT_CARD,20964.85,,
DEBIT,01/05/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/03",-36.00,DEBIT_CARD,22441.51,,
DEBIT,01/05/2026,"THE HOME DEPOT #4160 BRIDGEVILLE PA  651356  01/03",-36.16,DEBIT_CARD,22477.51,,
DEBIT,01/05/2026,"THE ORIGINAL PANCAKE H PITTSBURGH PA         01/03",-63.06,DEBIT_CARD,22513.67,,
DEBIT,01/05/2026,"THE HOME DEPOT #4160 BRIDGEVILLE PA          01/03",-10.00,DEBIT_CARD,22576.73,,
DEBIT,01/05/2026,"CHEWY.COM 786-320-7111 FL                    01/04",-59.96,DEBIT_CARD,22586.73,,
DEBIT,01/05/2026,"McDonalds 6822 BRIDGEVILLE PA                01/03",-53.97,DEBIT_CARD,22646.69,,
DEBIT,01/05/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        01/02",-36.00,DEBIT_CARD,22700.66,,
DEBIT,01/05/2026,"CANON HILL VETERINARY 724-7460128 PA         01/02",-1230.60,DEBIT_CARD,22736.66,,
DEBIT,01/05/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            01/02",-45.75,DEBIT_CARD,23967.26,,
DEBIT,01/05/2026,"IPHONE CITIZ*PMT 15 OF 888-2016306 CT        01/02",-62.41,DEBIT_CARD,24013.01,,
CREDIT,01/05/2026,"Online Transfer from CHK ...0459 transaction#: 27567007447",36.00,ACCT_XFER,24075.42,,
DEBIT,01/05/2026,"THE HOME DEPOT #4160 BRIDGEVILLE PA          01/03",10.00,DEBIT_CARD,24039.42,,
DEBIT,01/02/2026,"VERIZON*RECURRING PAY 800-VERIZON FL         01/02",-89.99,DEBIT_CARD,24029.42,,
